id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados
423905164,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Coordenador,Eletroeletronicos,1,1,1,9,Google,36,16,6,0
479007040,Licenciatura,UFRN,Supervisor,Oleo e Gas,1,1,1,10,Outros,60,14,6,0
911531275,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Advogado,Montadora,1,1,1,2,Outros,29,7,5,0
842542071,Licenciatura,UFRN,Analista Senior,Entretenimento,1,1,1,5,Saint Paul,10,3,1,0
901846120,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Oleo e Gas,1,1,1,8,YouTube,39,12,3,0
423613128,Especialização,FACULDADE ANHANGUERA,Analista Senior,e-commerce,0,0,1,8,Minha empresa - benefício LITpass,10,3,2,0
184914314,Licenciatura,UFRN,Coordenador,Montadora,1,1,1,5,Mídia (revista/jornal/web),71,27,23,0
612063881,MBA,FACULDADE ANHANGUERA,Diretor,Siderurgica,1,1,1,6,Outros,59,8,4,0
758947132,Tecnólogo,UEPB,Advogado,Eletroeletronicos,0,0,1,3,Saint Paul,58,9,7,0
992653890,MBA,UFRJ,Advogado,Montadora,0,0,1,7,Minha empresa - benefício LITpass,48,5,2,0
923501103,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Siderurgica,1,1,1,5,Instagram,63,33,28,0
566859835,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,Eletroeletronicos,0,0,1,2,Outros,256,71,41,0
575856265,Licenciatura,USP,SEM EXPERIÊNCIA,e-commerce,0,0,1,7,Outros,163,88,42,0
391726527,Licenciatura,UEPB,Sócio/Dono/Proprietário,Eletrodomesticos,1,1,1,4,Google,54,41,40,0
363523698,Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Laminados,1,1,1,3,Minha empresa - benefício LITpass,28,2,1,0
589234555,MBA,UNIVERSIDADE NOVE DE JULHO,SEM EXPERIÊNCIA,Eletroeletronicos,1,1,1,5,Instagram,6,1,1,0
501400137,Bacharelado,UFF,SEM EXPERIÊNCIA,Entretenimento,1,1,1,5,Outros,10,3,1,0
879031299,Tecnólogo,Escola Paulista de Direito,Analista,Oleo e Gas,1,1,1,4,YouTube,74,14,9,0
141398697,SEM FORMAÇÃO,UFRJ,Analista Senior,Oleo e Gas,1,1,1,5,Saint Paul,27,10,9,0
330203240,Bacharelado,UFSCar,Outros,Eletroeletronicos,1,1,1,7,Outros,33,4,2,0
671412866,Especialização,UFSCar,Analista,Siderurgica,0,0,1,9,Minha empresa - benefício LITpass,57,7,2,0
955466687,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,servicos,1,1,1,3,Outros,277,172,148,6
780974354,Bacharelado,FATEC,Engenheiro,Estado,1,1,1,8,Minha empresa - benefício LITpass,53,13,10,0
851196764,Bacharelado,UFF,Engenheiro,Estado,0,0,1,4,Google,714,585,562,3
511475655,Tecnólogo,UFF,Analista,Eletroeletronicos,1,1,1,6,Instagram,27,2,1,0
804267866,Bacharelado,UEPB,Gerente,Montadora,0,0,1,2,Facebook,196,195,195,6
957840502,Tecnólogo,FACULDADE ANHANGUERA,Supervisor,Siderurgica,0,0,1,10,Minha empresa - benefício LITpass,54,54,54,0
513679850,Licenciatura,UEPB,Diretor,Montadora,0,0,1,7,Saint Paul,18,2,1,0
852357510,Licenciatura,Universidade Metodista de Sao Paulo,Assessor,Siderurgica,1,1,1,3,Outros,58,58,58,2
533899810,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Oleo e Gas,0,0,1,10,Outros,35,19,16,0
686536793,MBA,UFRN,Outros,Montadora,1,1,1,10,Saint Paul,29,4,1,0
251085659,Tecnólogo,UNICAMP,Diretor,e-commerce,0,0,1,6,Linkedin,10,5,2,0
535342556,Licenciatura,Escola Paulista de Direito,Sócio/Dono/Proprietário,Laminados,0,0,1,10,Outros,403,212,193,6
799375691,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Eletrodomesticos,1,1,1,4,Facebook,134,20,10,0
738064035,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Entretenimento,0,0,1,3,Google,36,18,12,0
394963607,MBA,Unesp,Sócio/Dono/Proprietário,Siderurgica,0,0,1,8,Mídia (revista/jornal/web),52,37,36,0
950236974,Tecnólogo,FACULDADE ANHANGUERA,Advogado,Siderurgica,1,1,1,9,Outros,27,7,6,0
140237118,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Engenheiro,Siderurgica,1,1,1,8,Minha empresa - benefício LITpass,317,317,317,8
961029494,Licenciatura,USP,Analista,Eletrodomesticos,1,1,1,4,Minha empresa - benefício LITpass,37,8,7,0
890796314,SEM FORMAÇÃO,FATEC,Analista Senior,Laminados,0,0,1,2,Minha empresa - benefício LITpass,30,4,1,0
931341015,Tecnólogo,USP,SEM EXPERIÊNCIA,Estado,1,1,1,5,Minha empresa - benefício LITpass,10,5,3,0
463509288,Tecnólogo,UFSCar,Engenheiro,Estado,0,0,1,4,Facebook,33,20,19,0
340132255,Especialização,UFPE,Outros,e-commerce,1,1,1,5,Linkedin,29,3,2,0
292334648,Especialização,UNICAMP,Outros,Siderurgica,0,0,1,9,Minha empresa - benefício LITpass,10,10,10,1
272167191,Tecnólogo,FACULDADE ANHANGUERA,Engenheiro,Eletroeletronicos,0,0,1,5,Google,301,96,59,0
366678195,Bacharelado,UNIVERSIDADE NOVE DE JULHO,Outros,Eletrodomesticos,1,1,1,10,YouTube,21,18,15,1
137358997,Tecnólogo,FGV-RJ,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,9,Outros,114,29,24,0
514018857,MBA,Unesp,Diretor,servicos,0,0,1,4,Google,27,7,3,0
594927434,Especialização,UFRN,Diretor,Laminados,1,1,1,3,Outros,97,31,15,0
892468296,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Diretor,Laminados,0,0,1,2,Google,19,16,13,0
481965726,Licenciatura,UFSCar,Engenheiro,Siderurgica,1,1,1,9,Minha empresa - benefício LITpass,27,22,17,0
225213891,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletroeletronicos,1,1,1,9,Mídia (revista/jornal/web),40,39,39,0
169588942,Especialização,UFRN,Assessor,Siderurgica,1,1,1,7,Minha empresa - benefício LITpass,114,3,1,0
745935535,Licenciatura,UFRJ,Supervisor,Siderurgica,0,0,1,4,Instagram,91,38,27,0
372871317,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Laminados,0,0,1,9,Saint Paul,31,31,31,0
877692206,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Entretenimento,1,1,1,2,Outros,28,21,20,0
730886037,Especialização,USP,Analista Senior,Eletroeletronicos,1,1,1,9,Saint Paul,98,18,5,0
990870630,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Eletrodomesticos,1,1,1,8,Outros,218,88,70,0
310738299,Licenciatura,USP,Analista,Borracha,1,1,1,7,Mídia (revista/jornal/web),223,56,48,0
298483321,Licenciatura,FGV-RJ,Sócio/Dono/Proprietário,Montadora,0,0,1,4,Linkedin,21,12,8,0
505913176,Especialização,FACULDADE ANHANGUERA,SEM EXPERIÊNCIA,Oleo e Gas,1,1,1,5,Mídia (revista/jornal/web),9,7,3,0
433997134,Bacharelado,UNICAMP,Sócio/Dono/Proprietário,Siderurgica,1,1,1,9,YouTube,20,3,2,0
546297042,Bacharelado,Universidade Metodista de Sao Paulo,Assessor,Oleo e Gas,1,1,1,2,Instagram,30,3,2,0
107456884,Licenciatura,UFF,Gerente,Siderurgica,1,1,1,4,Linkedin,22,3,1,0
842402858,Especialização,Unesp,Diretor,e-commerce,0,0,1,4,Instagram,10,10,8,0
836965061,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Eletroeletronicos,0,0,1,4,Facebook,45,6,3,0
760215253,Tecnólogo,FGV-RJ,Assessor,Laminados,0,0,1,2,Saint Paul,27,3,1,0
706573253,Tecnólogo,UFRN,Sócio/Dono/Proprietário,Estado,0,0,1,6,Facebook,31,3,1,0
469569935,Licenciatura,UFRJ,Outros,Laminados,0,0,1,5,Facebook,30,5,3,0
942018870,SEM FORMAÇÃO,UNIP,SEM EXPERIÊNCIA,e-commerce,1,1,1,10,YouTube,732,161,90,0
154718548,MBA,FACULDADE ANHANGUERA,Engenheiro,Eletrodomesticos,0,0,1,7,Instagram,59,32,31,0
218828204,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Oleo e Gas,1,1,1,3,Instagram,52,46,44,4
991939496,Bacharelado,UFSCar,Coordenador,Montadora,1,1,1,4,Outros,31,15,10,0
697716653,MBA,UFPE,Sócio/Dono/Proprietário,servicos,0,0,1,5,YouTube,286,265,246,0
496292170,Tecnólogo,Universidade Metodista de Sao Paulo,Gerente,Borracha,1,1,1,3,Linkedin,38,4,2,0
624520041,Bacharelado,UFF,Assessor,Eletrodomesticos,1,1,1,6,Outros,30,3,1,0
156272583,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,servicos,0,0,1,7,Google,41,13,11,0
633257830,SEM FORMAÇÃO,UFPE,Advogado,Oleo e Gas,0,0,1,2,Google,56,56,55,0
733976507,Bacharelado,UFSCar,Sócio/Dono/Proprietário,Borracha,0,0,1,3,Outros,41,3,1,0
214667852,MBA,UFF,Engenheiro,Entretenimento,1,1,1,8,Facebook,10,10,10,1
839639233,Bacharelado,FACULDADE ANHANGUERA,Engenheiro,servicos,0,0,1,5,Linkedin,41,8,6,0
229148942,Especialização,UNICAMP,Analista,Oleo e Gas,0,0,1,8,Outros,38,6,1,0
745494965,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Laminados,1,1,1,8,Outros,114,3,1,0
582592671,Bacharelado,USP,Advogado,Estado,1,1,1,4,Minha empresa - benefício LITpass,69,55,53,0
909970918,Bacharelado,FGV-RJ,Sócio/Dono/Proprietário,Siderurgica,0,0,1,9,Outros,40,3,1,0
588075108,Licenciatura,USP,Engenheiro,Siderurgica,0,0,1,5,Mídia (revista/jornal/web),100,18,11,0
780046980,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Montadora,0,0,1,5,YouTube,31,31,30,0
371651672,MBA,USP,Supervisor,Siderurgica,1,1,1,6,Outros,27,25,22,0
389227298,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Entretenimento,0,0,1,6,Instagram,27,7,6,0
408406873,SEM FORMAÇÃO,UFRJ,Engenheiro,servicos,1,1,1,9,Google,45,43,38,0
398979192,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Montadora,0,0,1,7,Instagram,11,10,5,0
511582620,MBA,UNIVERSIDADE NOVE DE JULHO,Outros,Estado,1,1,1,2,Outros,29,4,3,0
711469065,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,Estado,1,1,1,2,Mídia (revista/jornal/web),21,18,14,0
212242696,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Estado,1,1,1,10,Mídia (revista/jornal/web),40,34,32,0
805724591,MBA,Unesp,Analista Senior,Eletrodomesticos,1,1,1,3,YouTube,102,40,36,0
724031159,SEM FORMAÇÃO,UNIP,Analista Senior,Oleo e Gas,0,0,1,4,Facebook,29,2,1,0
299663480,SEM FORMAÇÃO,Escola Paulista de Direito,Sócio/Dono/Proprietário,Oleo e Gas,0,0,1,7,Outros,52,2,1,0
839710730,Especialização,UFSCar,Outros,Siderurgica,1,1,1,4,Facebook,69,56,55,0
664739778,SEM FORMAÇÃO,Escola Paulista de Direito,Analista,Oleo e Gas,0,0,1,6,Google,379,128,119,3
639690471,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Montadora,1,1,1,8,Google,31,6,2,0
508792268,Bacharelado,USP,Diretor,Estado,0,0,1,10,Outros,113,19,12,0
356427987,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Gerente,Eletroeletronicos,1,1,1,4,Saint Paul,51,19,15,0
459640203,MBA,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Borracha,0,0,1,2,Saint Paul,27,3,1,0
853646011,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,Laminados,0,0,1,5,Minha empresa - benefício LITpass,10,5,3,0
835452501,Tecnólogo,UNIP,Diretor,Laminados,0,0,1,10,Google,38,6,5,0
436663853,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Oleo e Gas,0,0,1,6,Outros,27,5,1,0
241498390,SEM FORMAÇÃO,UNICAMP,Outros,Eletroeletronicos,1,1,1,6,YouTube,55,40,33,1
535031280,Especialização,UFSCar,Supervisor,Borracha,1,1,1,5,Linkedin,54,11,7,0
800308780,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Borracha,0,0,1,3,Facebook,10,6,4,0
946717013,Especialização,UFRJ,Supervisor,Eletrodomesticos,0,0,1,8,Outros,31,31,27,0
944757592,MBA,FATEC,SEM EXPERIÊNCIA,servicos,1,1,1,2,Outros,84,58,55,2
256178209,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Laminados,0,0,1,2,Instagram,96,16,6,0
530750099,Bacharelado,FGV-RJ,Gerente,Eletrodomesticos,0,0,1,7,Outros,10,6,2,1
448970794,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Assessor,servicos,0,0,1,6,Outros,30,3,1,0
416858286,Especialização,Unesp,Assessor,servicos,1,1,1,2,Outros,91,3,3,0
459884860,Especialização,FGV-RJ,Outros,Oleo e Gas,0,0,1,4,Facebook,31,20,13,1
184561661,Tecnólogo,UFRJ,Coordenador,e-commerce,1,1,1,10,YouTube,19,13,10,0
593063336,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,servicos,1,1,1,5,YouTube,22,8,6,0
701867566,MBA,UEPB,Diretor,Siderurgica,1,1,1,6,Instagram,90,29,26,0
755010764,Bacharelado,USP,Supervisor,Siderurgica,1,1,1,9,Instagram,27,16,13,0
567878038,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,e-commerce,0,0,1,10,Outros,66,7,2,0
548734829,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Oleo e Gas,1,1,1,5,Linkedin,41,25,20,0
619062562,MBA,UFSCar,Advogado,Eletrodomesticos,1,1,1,4,Saint Paul,22,4,1,0
888777275,Bacharelado,FATEC,Diretor,Oleo e Gas,1,1,1,6,YouTube,57,4,2,0
593714996,MBA,UFSCar,Coordenador,servicos,0,0,1,3,Linkedin,250,177,173,9
277906511,Especialização,UFPE,Coordenador,e-commerce,1,1,1,8,Facebook,95,20,10,0
406278760,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Estado,0,0,1,9,YouTube,63,19,17,0
715202266,SEM FORMAÇÃO,UNIP,Supervisor,e-commerce,1,1,1,3,Facebook,40,39,39,0
491573662,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Montadora,0,0,1,2,Linkedin,57,11,9,0
342965053,Especialização,UFRJ,SEM EXPERIÊNCIA,Estado,1,1,1,9,Linkedin,61,8,2,0
710300398,Licenciatura,Universidade Metodista de Sao Paulo,Coordenador,servicos,0,0,1,5,Minha empresa - benefício LITpass,359,220,166,0
998516777,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Engenheiro,Eletroeletronicos,1,1,1,4,Saint Paul,99,81,77,0
852423253,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Estado,0,0,1,8,Linkedin,176,55,46,0
426635214,MBA,Unesp,Supervisor,Montadora,1,1,1,8,Outros,31,3,1,0
342549133,Especialização,UNIP,Engenheiro,Eletroeletronicos,0,0,1,9,Facebook,40,11,4,0
747627724,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Engenheiro,Laminados,0,0,1,4,Google,63,58,57,0
812710577,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista,Siderurgica,0,0,1,9,Outros,58,34,32,0
309653386,Licenciatura,UEPB,Advogado,Borracha,1,1,1,3,Instagram,27,6,5,0
234480634,Bacharelado,UFF,SEM EXPERIÊNCIA,Entretenimento,0,0,1,6,Mídia (revista/jornal/web),10,10,10,0
241188544,Especialização,UNIP,Diretor,Oleo e Gas,1,1,1,3,Google,95,75,70,2
484982405,SEM FORMAÇÃO,USP,Analista Senior,Laminados,1,1,1,6,Mídia (revista/jornal/web),230,82,51,0
692631336,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Eletrodomesticos,0,0,1,7,Facebook,5,3,1,0
721044866,Licenciatura,Unesp,Supervisor,Eletrodomesticos,1,1,1,10,Instagram,10,8,6,0
550799796,MBA,UNIP,Gerente,Estado,1,1,1,2,Mídia (revista/jornal/web),114,60,51,0
799393774,Licenciatura,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Senior,Montadora,1,1,1,3,Facebook,31,9,6,0
583487618,Especialização,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,1,1,1,3,YouTube,27,4,2,0
367779805,Especialização,UFRN,Analista,e-commerce,0,0,1,4,YouTube,54,26,23,0
226392467,Bacharelado,UFPE,Analista Senior,Oleo e Gas,1,1,1,7,Mídia (revista/jornal/web),29,3,1,0
602291329,Bacharelado,UFF,Sócio/Dono/Proprietário,Eletroeletronicos,0,0,1,10,Mídia (revista/jornal/web),145,74,67,1
624381673,Tecnólogo,UFRN,Analista,Montadora,1,1,1,3,Outros,128,7,2,0
158470833,Tecnólogo,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Laminados,1,1,1,5,Facebook,27,2,1,0
824529317,Especialização,USP,Supervisor,Montadora,1,1,1,8,Google,68,9,4,0
236718251,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Diretor,Siderurgica,1,1,1,2,Google,31,5,3,0
322155098,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Laminados,0,0,1,4,YouTube,159,52,44,0
827284820,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Oleo e Gas,0,0,1,9,Facebook,29,17,15,0
494475983,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Laminados,1,1,1,3,Instagram,299,170,159,0
460006236,SEM FORMAÇÃO,UFPE,Assessor,Eletroeletronicos,0,0,1,7,Outros,33,3,1,0
129510068,Tecnólogo,UFPE,SEM EXPERIÊNCIA,Eletroeletronicos,1,1,1,2,Outros,29,12,7,0
117016965,MBA,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,e-commerce,0,0,1,7,Linkedin,27,10,5,0
857187409,Especialização,UFRJ,Coordenador,Laminados,0,0,1,10,Minha empresa - benefício LITpass,25,7,5,0
529263912,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Montadora,1,1,1,4,Linkedin,22,16,14,0
188018409,Tecnólogo,USP,Advogado,Eletrodomesticos,0,0,1,6,Instagram,37,6,2,0
155011194,SEM FORMAÇÃO,Escola Paulista de Direito,Assessor,e-commerce,1,1,1,5,Outros,181,21,5,0
267597342,MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,0,0,1,6,Facebook,71,23,9,0
127087051,Bacharelado,UFPE,Advogado,servicos,0,0,1,9,Outros,125,81,77,0
880046723,Bacharelado,UFSCar,Outros,Eletroeletronicos,0,0,1,4,Linkedin,27,27,27,0
990270175,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,e-commerce,1,1,1,10,Instagram,29,8,7,0
530305188,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,Siderurgica,0,0,1,8,Outros,313,104,65,0
914178683,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Supervisor,Eletrodomesticos,1,1,1,8,Minha empresa - benefício LITpass,10,3,2,0
317136557,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Estado,0,0,1,6,Outros,22,2,1,0
522129921,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,Oleo e Gas,1,1,1,5,YouTube,37,37,37,0
311356356,Especialização,UFPE,Outros,Borracha,1,1,1,5,Saint Paul,10,6,5,0
440137802,Bacharelado,USP,Advogado,Borracha,1,1,1,6,Outros,91,90,88,4
142110368,SEM FORMAÇÃO,Unesp,Gerente,Eletrodomesticos,0,0,1,9,Minha empresa - benefício LITpass,109,41,23,0
584287228,Bacharelado,Unesp,Engenheiro,Eletroeletronicos,0,0,1,7,Instagram,54,17,14,0
208000075,SEM FORMAÇÃO,UEPB,Analista Senior,Oleo e Gas,0,0,1,9,Google,67,50,49,0
828875918,MBA,UFPE,Analista Senior,servicos,0,0,1,8,Linkedin,10,10,9,0
264603564,Tecnólogo,FGV-RJ,Diretor,Borracha,1,1,1,4,YouTube,86,26,11,0
136681393,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Coordenador,Montadora,1,1,1,5,Instagram,30,6,3,0
462902623,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Estado,0,0,1,2,Google,87,36,29,0
658922299,SEM FORMAÇÃO,FATEC,Assessor,Eletroeletronicos,0,0,1,9,Outros,10,7,4,0
733099678,Especialização,FACULDADE ANHANGUERA,Advogado,Eletrodomesticos,1,1,1,9,YouTube,45,5,2,0
162497347,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Siderurgica,1,1,1,4,Google,36,8,3,0
480683939,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Borracha,0,0,1,4,Facebook,82,82,82,3
434671638,Especialização,UFPE,Assessor,e-commerce,1,1,1,4,Google,31,12,1,0
262639689,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,servicos,0,0,1,5,Minha empresa - benefício LITpass,44,10,2,0
786287139,Tecnólogo,UFPE,Advogado,Montadora,0,0,1,5,Mídia (revista/jornal/web),185,58,39,0
457726356,MBA,UFF,Assessor,Oleo e Gas,1,1,1,6,Linkedin,100,99,99,0
340695557,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Borracha,1,1,1,5,Instagram,373,141,102,0
163331660,SEM FORMAÇÃO,USP,Supervisor,Entretenimento,1,1,1,6,Instagram,46,38,37,2
547519796,Tecnólogo,USP,Assessor,Montadora,1,1,1,2,Saint Paul,61,23,18,0
787003457,MBA,FGV-RJ,Gerente,Oleo e Gas,0,0,1,7,Mídia (revista/jornal/web),29,29,29,0
730027541,Especialização,FACULDADE ANHANGUERA,Engenheiro,Montadora,1,1,1,7,Minha empresa - benefício LITpass,36,10,8,0
550161242,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Advogado,Entretenimento,1,1,1,3,Mídia (revista/jornal/web),33,9,8,0
688468532,Tecnólogo,UFRN,Analista,e-commerce,0,0,1,9,YouTube,31,4,3,0
950757265,Licenciatura,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Laminados,0,0,1,3,Outros,74,49,47,1
951799425,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Analista Senior,Oleo e Gas,1,1,1,2,Linkedin,159,159,158,10
879703582,Licenciatura,UFSCar,Diretor,Siderurgica,1,1,1,3,Outros,100,62,59,0
797530882,Tecnólogo,Unesp,Engenheiro,Siderurgica,0,0,1,10,Minha empresa - benefício LITpass,164,34,29,1
638778106,Especialização,FACULDADE ANHANGUERA,Advogado,Eletrodomesticos,0,0,1,10,Facebook,959,235,169,2
912264790,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Gerente,Estado,1,1,1,4,YouTube,27,4,1,0
579340169,MBA,UFRN,Supervisor,Laminados,1,1,1,3,Google,27,9,5,0
630364893,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,Entretenimento,1,1,1,5,Instagram,50,5,3,0
852931251,Tecnólogo,UFPE,Assessor,Montadora,1,1,1,7,Minha empresa - benefício LITpass,10,10,10,0
755086575,Bacharelado,UFRJ,Advogado,Laminados,0,0,1,7,Minha empresa - benefício LITpass,56,24,24,0
624621232,MBA,UNIP,Assessor,Eletroeletronicos,0,0,1,8,Outros,62,39,36,0
265275828,MBA,FGV-RJ,Analista,servicos,0,0,1,6,Mídia (revista/jornal/web),33,27,23,0
258568445,Bacharelado,UFSCar,Assessor,servicos,1,1,1,7,Saint Paul,60,11,8,0
614743529,Bacharelado,UNICAMP,Gerente,Oleo e Gas,0,0,1,9,Facebook,31,5,2,0
222993593,Bacharelado,UNIVERSIDADE NOVE DE JULHO,Coordenador,Eletroeletronicos,0,0,1,5,YouTube,28,4,2,0
316351612,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,Laminados,0,0,1,6,Saint Paul,63,33,30,0
205095347,Tecnólogo,UFRN,Gerente,Borracha,1,1,1,3,Google,203,74,55,1
794967299,Tecnólogo,UFRN,Analista,servicos,1,1,1,2,Instagram,29,3,2,0
304182058,MBA,UNIP,Coordenador,Eletroeletronicos,0,0,1,5,Outros,38,4,1,0
891720474,MBA,UNICAMP,Gerente,Laminados,0,0,1,2,Minha empresa - benefício LITpass,197,45,20,0
255684253,Tecnólogo,FATEC,Sócio/Dono/Proprietário,servicos,0,0,1,10,Mídia (revista/jornal/web),10,10,10,0
114969579,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista,Oleo e Gas,0,0,1,5,Facebook,68,6,3,0
324984377,Especialização,Universidade Metodista de Sao Paulo,Outros,Borracha,0,0,1,3,YouTube,38,26,18,0
587094713,MBA,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,Laminados,0,0,1,6,Mídia (revista/jornal/web),211,206,204,0
437601059,MBA,UFRJ,Diretor,Entretenimento,1,1,1,10,Outros,54,15,11,0
690512283,Licenciatura,UFSCar,Coordenador,Estado,1,1,1,3,Instagram,1044,395,294,4
443472540,Especialização,UNIP,Coordenador,e-commerce,1,1,1,6,Google,21,9,3,0
247664552,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Diretor,Laminados,0,0,1,5,Mídia (revista/jornal/web),55,51,49,0
490814589,Licenciatura,UFF,Engenheiro,e-commerce,1,1,1,8,Instagram,77,23,10,0
455708873,Tecnólogo,Universidade Metodista de Sao Paulo,Analista,Laminados,0,0,1,7,Mídia (revista/jornal/web),10,2,1,0
396795526,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Outros,e-commerce,0,0,1,2,Instagram,21,17,14,1
715543714,Bacharelado,UNICAMP,Analista,Entretenimento,0,0,1,3,Mídia (revista/jornal/web),10,10,7,0
974922876,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,servicos,0,0,1,6,Minha empresa - benefício LITpass,217,50,27,0
