id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados,categoria
,MBA,UNIP,,,,1.0,1.0,5.0,Outros,10.0,,1.0,0.0,perfil6
586545718.0,Tecnólogo,UFRN,Supervisor,Eletroeletronicos,0.0,0.0,1.0,5.0,Linkedin,95.0,37.0,30.0,,perfil1
634273428.0,MBA,,Analista,e-commerce,0.0,0.0,1.0,10.0,Outros,23.0,9.0,8.0,0.0,perfil5
968775281.0,MBA,UEPB,Analista,Oleo e Gas,0.0,0.0,1.0,5.0,,,24.0,23.0,0.0,perfil2
948475320.0,,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Montadora,1.0,1.0,1.0,7.0,Outros,240.0,120.0,,0.0,perfil2
912390124.0,Licenciatura,UNICAMP,Diretor,Laminados,1.0,1.0,1.0,,Outros,138.0,101.0,,3.0,perfil1
597140994.0,Licenciatura,Universidade Metodista de Sao Paulo,SEM EXPERIÊNCIA,Eletrodomesticos,1.0,,1.0,4.0,Mídia (revista/jornal/web),235.0,115.0,102.0,,perfil2
,Bacharelado,UFRN,,Estado,1.0,1.0,1.0,6.0,Linkedin,33.0,3.0,,0.0,perfil6
529189015.0,SEM FORMAÇÃO,FATEC,Sócio/Dono/Proprietário,Laminados,0.0,0.0,1.0,,Facebook,29.0,3.0,1.0,0.0,perfil6
713215970.0,SEM FORMAÇÃO,UNIP,Outros,Eletrodomesticos,1.0,,1.0,3.0,Outros,10.0,4.0,,,perfil6
751418382.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Montadora,0.0,0.0,1.0,8.0,Instagram,132.0,25.0,15.0,0.0,perfil3
433997919.0,Bacharelado,UFF,Outros,,1.0,1.0,1.0,7.0,Minha empresa - benefício LITpass,220.0,160.0,158.0,4.0,perfil2
348760128.0,MBA,,Diretor,Entretenimento,0.0,0.0,1.0,,,30.0,8.0,6.0,,perfil5
502806930.0,Tecnólogo,UFRN,Engenheiro,,1.0,1.0,1.0,2.0,Outros,40.0,6.0,4.0,0.0,perfil6
,Tecnólogo,,Analista,Estado,0.0,0.0,1.0,,Linkedin,10.0,4.0,,0.0,perfil6
544237939.0,Tecnólogo,,,,1.0,1.0,1.0,2.0,Facebook,80.0,46.0,,0.0,perfil2
672241374.0,Licenciatura,FATEC,Coordenador,Eletroeletronicos,,0.0,1.0,2.0,Linkedin,,35.0,,0.0,perfil2
325125239.0,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,,Eletrodomesticos,0.0,0.0,1.0,2.0,Google,,36.0,,1.0,perfil6
,MBA,FACULDADE ANHANGUERA,Outros,Eletrodomesticos,1.0,1.0,1.0,8.0,Mídia (revista/jornal/web),10.0,,9.0,0.0,perfil4
342703972.0,Tecnólogo,,Assessor,Entretenimento,1.0,,1.0,3.0,Saint Paul,29.0,6.0,5.0,,perfil5
580845023.0,Tecnólogo,USP,Advogado,,0.0,0.0,1.0,4.0,Outros,22.0,3.0,,0.0,perfil6
203549594.0,MBA,,Analista Senior,Estado,1.0,1.0,1.0,6.0,,137.0,96.0,,2.0,perfil1
286660310.0,MBA,FGV-RJ,SEM EXPERIÊNCIA,Borracha,0.0,,1.0,3.0,Instagram,31.0,15.0,13.0,0.0,perfil4
931496028.0,MBA,USP,Outros,servicos,1.0,1.0,1.0,2.0,,68.0,43.0,39.0,0.0,perfil2
724131068.0,Bacharelado,UEPB,,Eletroeletronicos,0.0,0.0,1.0,7.0,Outros,,70.0,67.0,0.0,perfil2
911599194.0,Especialização,FATEC,Coordenador,Eletroeletronicos,0.0,0.0,1.0,9.0,YouTube,,95.0,93.0,2.0,perfil1
470156794.0,Bacharelado,Escola Paulista de Direito,Diretor,,0.0,0.0,1.0,8.0,Facebook,56.0,,8.0,0.0,perfil5
355510675.0,Bacharelado,UFRJ,SEM EXPERIÊNCIA,Siderurgica,0.0,0.0,,9.0,Outros,10.0,7.0,4.0,0.0,perfil4
,SEM FORMAÇÃO,Unesp,Sócio/Dono/Proprietário,Eletroeletronicos,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),,111.0,84.0,0.0,perfil2
342195123.0,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,,Montadora,1.0,1.0,1.0,,Linkedin,33.0,3.0,1.0,0.0,perfil6
908496604.0,Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,servicos,1.0,1.0,1.0,8.0,Linkedin,36.0,36.0,36.0,,perfil2
595221631.0,Tecnólogo,FACULDADE ANHANGUERA,Assessor,,0.0,0.0,1.0,4.0,Minha empresa - benefício LITpass,42.0,17.0,,0.0,perfil5
819357439.0,Licenciatura,UFSCar,Coordenador,Laminados,0.0,0.0,1.0,5.0,Outros,,,94.0,2.0,perfil1
555171463.0,Tecnólogo,,Analista Senior,Oleo e Gas,,1.0,1.0,10.0,Linkedin,59.0,8.0,,0.0,perfil5
613728854.0,Licenciatura,UNICAMP,Assessor,Montadora,1.0,1.0,1.0,9.0,YouTube,33.0,3.0,1.0,0.0,perfil2
204269759.0,Especialização,FATEC,Outros,e-commerce,,1.0,1.0,8.0,Outros,5.0,4.0,3.0,0.0,perfil6
764597921.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Siderurgica,0.0,0.0,1.0,2.0,Google,54.0,19.0,17.0,0.0,perfil3
388101710.0,MBA,FATEC,Engenheiro,Siderurgica,0.0,0.0,1.0,2.0,Outros,27.0,10.0,8.0,0.0,perfil4
839703019.0,Licenciatura,USP,Assessor,Borracha,0.0,0.0,1.0,,Outros,9.0,4.0,1.0,,perfil1
615191287.0,Licenciatura,,Sócio/Dono/Proprietário,Borracha,0.0,0.0,1.0,,Outros,10.0,4.0,3.0,0.0,perfil6
637569585.0,Licenciatura,Universidade Metodista de Sao Paulo,Analista Senior,Entretenimento,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),27.0,,13.0,0.0,perfil4
367816808.0,Bacharelado,UNIP,Sócio/Dono/Proprietário,Siderurgica,0.0,0.0,,5.0,Mídia (revista/jornal/web),41.0,19.0,14.0,1.0,perfil1
435200480.0,SEM FORMAÇÃO,Unesp,Analista,,0.0,0.0,,4.0,Minha empresa - benefício LITpass,100.0,98.0,98.0,,perfil2
997874512.0,Licenciatura,UFF,,Siderurgica,1.0,1.0,1.0,,Minha empresa - benefício LITpass,10.0,3.0,2.0,0.0,perfil6
784705318.0,SEM FORMAÇÃO,FACULDADE ANHANGUERA,,Eletroeletronicos,0.0,0.0,1.0,,Saint Paul,61.0,22.0,16.0,0.0,perfil3
408904025.0,Tecnólogo,UEPB,Coordenador,e-commerce,,,1.0,,Saint Paul,10.0,8.0,,,perfil5
438036369.0,Bacharelado,UFSCar,Advogado,Laminados,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,62.0,17.0,12.0,0.0,perfil6
942955081.0,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Coordenador,Laminados,0.0,0.0,1.0,3.0,YouTube,60.0,7.0,,0.0,perfil6
715586729.0,MBA,,Analista,,1.0,1.0,1.0,2.0,Outros,18.0,7.0,5.0,0.0,perfil5
623102522.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Sócio/Dono/Proprietário,Siderurgica,1.0,1.0,1.0,7.0,Minha empresa - benefício LITpass,57.0,10.0,6.0,0.0,perfil5
943604286.0,,UEPB,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,0.0,1.0,4.0,Saint Paul,154.0,93.0,87.0,0.0,perfil2
573898889.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,,Montadora,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,181.0,87.0,,2.0,perfil1
880400754.0,,UEPB,Supervisor,e-commerce,0.0,0.0,1.0,2.0,Instagram,23.0,19.0,18.0,0.0,perfil3
821469905.0,MBA,,SEM EXPERIÊNCIA,Laminados,,1.0,1.0,6.0,Mídia (revista/jornal/web),57.0,19.0,12.0,,perfil4
493233284.0,Especialização,,Supervisor,servicos,1.0,1.0,1.0,,Facebook,160.0,52.0,45.0,0.0,perfil2
698796694.0,Licenciatura,UFPE,Supervisor,Laminados,1.0,1.0,1.0,8.0,Instagram,69.0,55.0,47.0,,perfil6
952530107.0,MBA,UEPB,SEM EXPERIÊNCIA,Entretenimento,1.0,1.0,1.0,8.0,Outros,368.0,,293.0,,perfil1
866329397.0,Bacharelado,,Analista,,1.0,1.0,1.0,,Outros,,26.0,10.0,0.0,perfil4
184493373.0,Bacharelado,UNICAMP,Analista,e-commerce,0.0,,1.0,6.0,Linkedin,41.0,2.0,1.0,0.0,perfil6
802163523.0,Especialização,UFSCar,,Eletrodomesticos,0.0,0.0,1.0,5.0,,10.0,6.0,5.0,0.0,perfil5
,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Analista,Entretenimento,0.0,0.0,,4.0,Mídia (revista/jornal/web),10.0,3.0,2.0,0.0,perfil4
,Bacharelado,Universidade Metodista de Sao Paulo,Coordenador,Estado,1.0,1.0,1.0,5.0,Google,11.0,11.0,10.0,0.0,perfil4
484301893.0,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,,1.0,1.0,1.0,8.0,Outros,,84.0,39.0,1.0,perfil1
619011330.0,,USP,Supervisor,Siderurgica,1.0,1.0,1.0,2.0,Google,10.0,2.0,,0.0,perfil6
,,FACULDADE ANHANGUERA,Analista,Eletroeletronicos,1.0,1.0,1.0,8.0,Saint Paul,146.0,37.0,32.0,1.0,perfil1
248986882.0,Licenciatura,UFPE,Supervisor,Eletrodomesticos,0.0,0.0,1.0,8.0,YouTube,193.0,85.0,57.0,0.0,perfil2
199279550.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Analista Senior,,0.0,0.0,1.0,9.0,Saint Paul,35.0,13.0,11.0,0.0,perfil4
,Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,servicos,1.0,1.0,,2.0,,19.0,6.0,3.0,0.0,perfil6
916486899.0,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Assessor,Borracha,0.0,0.0,1.0,3.0,Outros,40.0,39.0,38.0,3.0,perfil6
540606396.0,MBA,UNICAMP,Analista,Siderurgica,0.0,0.0,,10.0,Outros,207.0,70.0,50.0,0.0,perfil2
,Licenciatura,FATEC,Analista Senior,,1.0,1.0,1.0,2.0,Google,20.0,,9.0,1.0,perfil1
956350206.0,Tecnólogo,,Advogado,Entretenimento,0.0,0.0,,,Google,10.0,10.0,10.0,0.0,perfil4
768391458.0,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,servicos,1.0,1.0,,9.0,YouTube,10.0,2.0,1.0,,perfil2
263729942.0,Tecnólogo,Escola Paulista de Direito,,Eletrodomesticos,1.0,1.0,1.0,,Instagram,70.0,44.0,37.0,,perfil2
966224212.0,Licenciatura,,Supervisor,Montadora,0.0,0.0,1.0,7.0,Instagram,916.0,268.0,187.0,1.0,perfil6
935890200.0,Licenciatura,UNIVERSIDADE NOVE DE JULHO,Supervisor,,,0.0,,10.0,Mídia (revista/jornal/web),119.0,76.0,66.0,2.0,perfil1
669411410.0,Tecnólogo,,Assessor,Entretenimento,1.0,1.0,1.0,6.0,,18.0,3.0,1.0,,perfil6
,,UFRJ,Assessor,,0.0,0.0,1.0,7.0,Minha empresa - benefício LITpass,22.0,11.0,10.0,0.0,perfil4
395343540.0,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Diretor,Laminados,1.0,1.0,1.0,5.0,Facebook,27.0,3.0,1.0,0.0,perfil6
104712297.0,MBA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Diretor,Eletrodomesticos,1.0,,1.0,3.0,YouTube,33.0,33.0,31.0,0.0,perfil2
397988690.0,,UFF,Coordenador,,0.0,0.0,1.0,5.0,Outros,100.0,97.0,,,perfil1
498997387.0,Especialização,,Advogado,Entretenimento,0.0,0.0,1.0,5.0,YouTube,,4.0,1.0,1.0,perfil1
292051670.0,Especialização,FGV-RJ,Sócio/Dono/Proprietário,Montadora,1.0,,1.0,6.0,Linkedin,69.0,33.0,9.0,0.0,perfil4
690521482.0,Bacharelado,UNIVERSIDADE PRESBITERIANA MACKENZIE,,Borracha,0.0,0.0,1.0,9.0,Facebook,33.0,5.0,2.0,0.0,perfil6
177822972.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,,1.0,1.0,,,Linkedin,132.0,39.0,34.0,0.0,perfil2
928568073.0,Licenciatura,Unesp,Gerente,Eletroeletronicos,1.0,,1.0,5.0,Linkedin,76.0,25.0,22.0,0.0,perfil2
,Bacharelado,UFSCar,SEM EXPERIÊNCIA,Siderurgica,1.0,1.0,1.0,5.0,Linkedin,245.0,56.0,29.0,0.0,perfil6
160625061.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Montadora,1.0,1.0,,,Mídia (revista/jornal/web),97.0,16.0,9.0,0.0,perfil4
742402313.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,,0.0,0.0,1.0,5.0,YouTube,97.0,8.0,4.0,0.0,perfil6
,Especialização,,Supervisor,Eletrodomesticos,1.0,,1.0,8.0,Linkedin,41.0,14.0,11.0,0.0,perfil4
526800622.0,Bacharelado,UNICAMP,Supervisor,Eletroeletronicos,0.0,0.0,1.0,,,134.0,40.0,,0.0,perfil6
440460209.0,SEM FORMAÇÃO,FGV-RJ,Advogado,Eletroeletronicos,,0.0,,6.0,Outros,27.0,6.0,2.0,0.0,perfil6
799601955.0,Bacharelado,,Analista,servicos,0.0,0.0,1.0,4.0,Outros,56.0,40.0,39.0,0.0,perfil2
483959297.0,,UEPB,Outros,Estado,0.0,0.0,1.0,10.0,Google,169.0,169.0,169.0,1.0,perfil1
370359982.0,Tecnólogo,UFF,Assessor,,1.0,1.0,1.0,6.0,,,4.0,1.0,0.0,perfil6
554600087.0,MBA,,,servicos,0.0,0.0,1.0,7.0,,96.0,42.0,39.0,0.0,perfil2
151826735.0,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Assessor,Eletroeletronicos,1.0,1.0,1.0,,Outros,38.0,6.0,2.0,0.0,perfil6
869958748.0,Licenciatura,UFSCar,Assessor,Laminados,0.0,0.0,1.0,5.0,Facebook,27.0,4.0,3.0,0.0,perfil3
935964770.0,Bacharelado,FATEC,Engenheiro,Oleo e Gas,0.0,,1.0,7.0,,29.0,8.0,7.0,0.0,perfil5
186235434.0,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Supervisor,servicos,,0.0,1.0,9.0,Minha empresa - benefício LITpass,107.0,,,,perfil3
,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,,servicos,,0.0,1.0,2.0,,,97.0,67.0,0.0,perfil2
921383274.0,Bacharelado,Unesp,Coordenador,Borracha,1.0,1.0,1.0,4.0,,37.0,15.0,14.0,0.0,perfil4
605877353.0,Bacharelado,UEPB,Outros,Entretenimento,1.0,1.0,1.0,,YouTube,207.0,206.0,206.0,6.0,perfil1
841482941.0,Bacharelado,FATEC,Analista,,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),100.0,99.0,99.0,2.0,perfil1
131032670.0,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Laminados,1.0,1.0,1.0,4.0,Minha empresa - benefício LITpass,29.0,3.0,2.0,0.0,perfil6
289512422.0,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Advogado,,1.0,1.0,1.0,,Minha empresa - benefício LITpass,286.0,190.0,179.0,,perfil2
787808625.0,Especialização,Universidade Metodista de Sao Paulo,Diretor,Laminados,1.0,1.0,,8.0,Saint Paul,,150.0,,4.0,perfil4
658117469.0,,UFF,Engenheiro,Siderurgica,0.0,0.0,1.0,,,93.0,25.0,,0.0,perfil3
587702134.0,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,,1.0,1.0,1.0,,Minha empresa - benefício LITpass,27.0,18.0,13.0,0.0,perfil4
665438283.0,Licenciatura,USP,Diretor,Eletroeletronicos,1.0,1.0,1.0,8.0,Saint Paul,10.0,6.0,1.0,0.0,perfil3
605755399.0,SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Analista Senior,e-commerce,0.0,0.0,1.0,6.0,YouTube,249.0,,60.0,2.0,perfil1
287493526.0,MBA,UNICAMP,,Entretenimento,0.0,0.0,1.0,4.0,,70.0,18.0,11.0,0.0,perfil2
318094756.0,Bacharelado,Unesp,,,1.0,1.0,1.0,9.0,Outros,36.0,7.0,4.0,0.0,perfil6
218368099.0,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Analista,Montadora,1.0,,1.0,9.0,Google,601.0,208.0,176.0,,perfil6
,,FATEC,Outros,Eletroeletronicos,1.0,1.0,1.0,6.0,Instagram,29.0,3.0,1.0,0.0,perfil2
136585277.0,SEM FORMAÇÃO,Escola Paulista de Direito,Assessor,Estado,1.0,1.0,1.0,4.0,Outros,20.0,8.0,6.0,0.0,perfil1
751476900.0,Tecnólogo,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Sócio/Dono/Proprietário,Estado,1.0,1.0,1.0,10.0,Instagram,35.0,17.0,13.0,0.0,perfil4
475695169.0,Tecnólogo,UEPB,Outros,Entretenimento,,0.0,1.0,6.0,Outros,28.0,3.0,1.0,0.0,perfil6
161215048.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Sócio/Dono/Proprietário,Montadora,0.0,0.0,,,Facebook,100.0,99.0,99.0,3.0,perfil1
169511405.0,,UFSCar,,,0.0,0.0,1.0,4.0,Outros,10.0,2.0,1.0,0.0,perfil6
668530784.0,Tecnólogo,FATEC,Engenheiro,Entretenimento,1.0,1.0,1.0,2.0,Linkedin,27.0,3.0,1.0,0.0,perfil6
832364570.0,Licenciatura,FACULDADE ANHANGUERA,,servicos,,0.0,1.0,3.0,Facebook,21.0,12.0,8.0,0.0,perfil5
489670311.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,SEM EXPERIÊNCIA,Entretenimento,0.0,0.0,1.0,4.0,Outros,40.0,5.0,3.0,0.0,perfil6
369448930.0,Tecnólogo,FACULDADE ANHANGUERA,Analista,servicos,0.0,0.0,1.0,10.0,Minha empresa - benefício LITpass,30.0,12.0,8.0,0.0,perfil5
797821975.0,Bacharelado,,Diretor,Borracha,,,1.0,6.0,,27.0,23.0,22.0,0.0,perfil2
394661739.0,Licenciatura,Unesp,,servicos,,0.0,1.0,6.0,Outros,40.0,3.0,1.0,0.0,perfil6
598986086.0,Licenciatura,UFPE,Analista,,0.0,,1.0,7.0,,100.0,37.0,35.0,0.0,perfil2
622533315.0,Licenciatura,FGV-RJ,Outros,Estado,1.0,1.0,1.0,8.0,Instagram,91.0,20.0,15.0,0.0,perfil3
834827506.0,,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,,0.0,0.0,1.0,8.0,Facebook,54.0,54.0,,,perfil2
,Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,e-commerce,1.0,1.0,1.0,3.0,Outros,31.0,3.0,,0.0,perfil6
602660024.0,Tecnólogo,Escola Paulista de Direito,Advogado,Estado,1.0,1.0,1.0,3.0,Saint Paul,121.0,38.0,23.0,0.0,perfil2
107684113.0,,UNIVERSIDADE NOVE DE JULHO,Coordenador,e-commerce,1.0,1.0,1.0,10.0,Outros,127.0,108.0,101.0,3.0,perfil1
193465217.0,Licenciatura,FACULDADE ANHANGUERA,Supervisor,Eletroeletronicos,0.0,0.0,1.0,6.0,Outros,38.0,3.0,1.0,0.0,perfil6
438554323.0,Especialização,UNIVERSIDADE NOVE DE JULHO,,Montadora,1.0,1.0,,3.0,Linkedin,31.0,28.0,23.0,0.0,perfil2
422314093.0,,FGV-RJ,Diretor,e-commerce,1.0,1.0,1.0,,YouTube,100.0,99.0,,,perfil2
295233478.0,,FATEC,Analista Senior,,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,,65.0,61.0,0.0,perfil2
590353112.0,Especialização,UNIVERSIDADE NOVE DE JULHO,Assessor,Eletrodomesticos,0.0,0.0,1.0,5.0,YouTube,111.0,27.0,18.0,0.0,perfil3
310008082.0,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,Siderurgica,0.0,0.0,1.0,2.0,Facebook,89.0,89.0,89.0,3.0,perfil1
767101832.0,Bacharelado,,SEM EXPERIÊNCIA,servicos,0.0,0.0,1.0,9.0,Instagram,29.0,3.0,1.0,0.0,perfil3
136779624.0,Tecnólogo,FATEC,Analista,servicos,0.0,0.0,1.0,3.0,,,118.0,101.0,4.0,perfil1
325847109.0,Licenciatura,USP,Sócio/Dono/Proprietário,,0.0,0.0,1.0,5.0,Outros,82.0,82.0,82.0,3.0,perfil1
975116343.0,SEM FORMAÇÃO,,Analista Senior,Eletroeletronicos,0.0,0.0,,9.0,Instagram,27.0,4.0,1.0,,perfil6
703873674.0,Bacharelado,Escola Paulista de Direito,Analista Senior,,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,30.0,7.0,4.0,0.0,perfil6
,Especialização,UNICAMP,Coordenador,Siderurgica,0.0,,1.0,3.0,Outros,98.0,65.0,54.0,0.0,perfil6
,MBA,Escola Paulista de Direito,Analista,,1.0,1.0,1.0,,Mídia (revista/jornal/web),155.0,,87.0,0.0,perfil2
455606054.0,SEM FORMAÇÃO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Engenheiro,Laminados,1.0,,1.0,7.0,Outros,150.0,,,0.0,perfil2
218335927.0,Bacharelado,,Sócio/Dono/Proprietário,Montadora,1.0,1.0,,8.0,Google,55.0,12.0,,0.0,perfil5
203415281.0,SEM FORMAÇÃO,FGV-RJ,,e-commerce,1.0,1.0,1.0,8.0,YouTube,27.0,27.0,27.0,1.0,perfil1
789945685.0,Licenciatura,FGV-RJ,Gerente,Oleo e Gas,0.0,0.0,1.0,9.0,YouTube,40.0,5.0,4.0,,perfil6
301509776.0,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Assessor,Eletroeletronicos,1.0,1.0,1.0,6.0,Facebook,79.0,13.0,11.0,0.0,perfil4
477831990.0,MBA,UFRN,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,1.0,5.0,Saint Paul,27.0,3.0,2.0,0.0,perfil6
185793830.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,Estado,1.0,1.0,1.0,7.0,Instagram,100.0,99.0,99.0,0.0,perfil2
860980979.0,Tecnólogo,FACULDADE ANHANGUERA,,Eletrodomesticos,0.0,0.0,1.0,10.0,Facebook,31.0,31.0,31.0,0.0,perfil2
838393083.0,SEM FORMAÇÃO,FGV-RJ,,Eletroeletronicos,1.0,1.0,1.0,4.0,Mídia (revista/jornal/web),31.0,5.0,,,perfil6
,Bacharelado,UFF,Advogado,e-commerce,,1.0,1.0,,Saint Paul,29.0,7.0,3.0,0.0,perfil6
286511929.0,Licenciatura,UNICAMP,,Eletroeletronicos,1.0,1.0,1.0,6.0,Instagram,31.0,18.0,17.0,0.0,perfil3
152153791.0,SEM FORMAÇÃO,UNIP,Diretor,Siderurgica,0.0,0.0,1.0,2.0,YouTube,73.0,49.0,44.0,0.0,perfil2
814860987.0,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista,Entretenimento,1.0,1.0,1.0,,Linkedin,9.0,5.0,3.0,0.0,perfil6
930079027.0,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Supervisor,Borracha,1.0,1.0,1.0,10.0,Linkedin,357.0,228.0,,5.0,perfil1
357668841.0,Licenciatura,UNIP,Analista Senior,Eletrodomesticos,1.0,1.0,,3.0,Minha empresa - benefício LITpass,49.0,15.0,10.0,0.0,perfil4
,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,Estado,,0.0,1.0,9.0,YouTube,27.0,10.0,,0.0,perfil5
791451723.0,MBA,Escola Paulista de Direito,,,1.0,1.0,1.0,3.0,Facebook,38.0,7.0,,0.0,perfil6
216095697.0,,UEPB,Diretor,Eletroeletronicos,,0.0,1.0,5.0,YouTube,31.0,31.0,31.0,0.0,perfil2
,Licenciatura,UEPB,Assessor,Oleo e Gas,0.0,,,5.0,Minha empresa - benefício LITpass,92.0,16.0,5.0,,perfil6
834974537.0,SEM FORMAÇÃO,Unesp,Gerente,Eletroeletronicos,1.0,1.0,1.0,6.0,Facebook,27.0,,1.0,0.0,perfil6
902024697.0,Tecnólogo,UNIVERSIDADE NOVE DE JULHO,Coordenador,Entretenimento,0.0,0.0,1.0,8.0,Mídia (revista/jornal/web),63.0,49.0,46.0,1.0,perfil1
229548469.0,Licenciatura,,Analista Senior,,1.0,1.0,1.0,2.0,YouTube,102.0,49.0,29.0,0.0,perfil2
,Bacharelado,INSPER INSTITUTO DE ENSINO E PESQUISA,Supervisor,Borracha,1.0,1.0,,9.0,Outros,,18.0,17.0,0.0,perfil3
,,,Outros,Siderurgica,0.0,0.0,1.0,10.0,Outros,85.0,17.0,7.0,0.0,perfil5
364155866.0,Bacharelado,UNICAMP,Supervisor,Laminados,1.0,1.0,,7.0,Saint Paul,27.0,27.0,27.0,,perfil3
700028052.0,Licenciatura,Escola Paulista de Direito,SEM EXPERIÊNCIA,Laminados,0.0,0.0,1.0,8.0,YouTube,35.0,5.0,1.0,0.0,perfil2
262750405.0,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,Oleo e Gas,0.0,0.0,1.0,10.0,,98.0,25.0,19.0,0.0,perfil3
631640315.0,SEM FORMAÇÃO,UFF,Assessor,Borracha,1.0,1.0,1.0,9.0,Mídia (revista/jornal/web),40.0,8.0,5.0,0.0,perfil5
417524223.0,Especialização,UFPE,Supervisor,Estado,,0.0,1.0,4.0,Mídia (revista/jornal/web),,14.0,7.0,0.0,perfil5
193437745.0,SEM FORMAÇÃO,UFF,Assessor,Eletrodomesticos,0.0,0.0,1.0,,Outros,286.0,137.0,99.0,0.0,perfil2
,MBA,,,Siderurgica,,0.0,1.0,2.0,YouTube,,32.0,,0.0,perfil6
674404491.0,SEM FORMAÇÃO,Escola Paulista de Direito,Diretor,Entretenimento,1.0,1.0,1.0,6.0,Mídia (revista/jornal/web),72.0,11.0,3.0,0.0,perfil6
826937348.0,,UFRJ,Analista Senior,e-commerce,1.0,1.0,1.0,,Facebook,56.0,14.0,11.0,0.0,perfil4
645641464.0,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,Entretenimento,1.0,1.0,,3.0,,27.0,5.0,2.0,0.0,perfil6
,Tecnólogo,UFRJ,Advogado,Eletroeletronicos,0.0,,1.0,,Outros,569.0,411.0,391.0,0.0,perfil2
447556051.0,Bacharelado,UFRJ,Analista Senior,Laminados,1.0,1.0,1.0,,Mídia (revista/jornal/web),,,1.0,0.0,perfil6
165479644.0,SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Outros,Montadora,1.0,1.0,1.0,,Facebook,93.0,,9.0,0.0,perfil4
442428210.0,Bacharelado,UNICAMP,Analista,Siderurgica,1.0,1.0,1.0,3.0,,44.0,13.0,11.0,0.0,perfil4
145133577.0,Licenciatura,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,e-commerce,0.0,0.0,,6.0,Outros,10.0,2.0,1.0,,perfil6
